so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag,absdev,pct,dist_nearest_list
S00198,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-10,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00198,877.0,[0877] SS EXTRA PROTECCION API,2026-04-10,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00201,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-10,USD,USD,46.0,34.0,mar12,34.0,42.0,por_encima,12.0,35.294117647058826,4.0
S00201,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-10,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00199,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-04-10,VES,VES,50.0,41.0,feb23,33.0,41.0,por_encima,9.0,21.951219512195124,9.0
S00202,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-04-10,USD,USD,157.76,105.0,mar12,105.0,131.0,por_encima,52.75999999999999,50.24761904761904,26.75999999999999
S00206,536.0,[0536] MAXIMO API CF SAE 20W-5,2026-04-11,USD,USD,156.0,104.0,mar12,104.0,129.0,por_encima,52.0,50.0,27.0
S00205,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-13,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00205,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00204,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00204,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-13,USD,USD,46.0,34.0,mar12,34.0,42.0,por_encima,12.0,35.294117647058826,4.0
S00204,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-13,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00203,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-13,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00209,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-13,USD,USD,85.0,62.0,mar12,62.0,78.0,por_encima,23.0,37.096774193548384,7.0
S00208,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-13,USD,USD,95.8562,67.0,mar12,67.0,83.0,por_encima,28.8562,43.0689552238806,12.856200000000001
S00208,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,99.8502,72.0,mar12,72.0,96.0,por_encima,27.8502,38.68083333333334,3.850200000000001
S00210,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-04-13,USD,USD,158.0,105.0,mar12,105.0,131.0,por_encima,53.0,50.476190476190474,27.0
S00212,878.0,[0878] SS EXTRA PROTECCION API,2026-04-13,VES,VES,100.0,90.0,feb23,72.0,90.0,por_encima,10.0,11.11111111111111,10.0
S00212,25.0,[0025] SS EXTRA PROTECCION API,2026-04-13,VES,VES,50.0,45.0,feb23,36.0,45.0,por_encima,5.0,11.11111111111111,5.0
S00207,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00207,938.0,[0938] CLASICO API SL SAE 20W-,2026-04-13,USD,USD,93.0,62.0,mar12,62.0,77.0,por_encima,31.0,50.0,16.0
S00207,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-13,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00207,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-13,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00213,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-13,USD,USD,51.0,34.0,mar12,34.0,43.0,por_encima,17.0,50.0,8.0
S00213,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-13,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00218,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-14,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00218,877.0,[0877] SS EXTRA PROTECCION API,2026-04-14,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00218,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-14,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00218,878.0,[0878] SS EXTRA PROTECCION API,2026-04-14,USD,USD,100.0,72.0,mar12,72.0,90.0,por_encima,28.0,38.88888888888889,10.0
S00219,877.0,[0877] SS EXTRA PROTECCION API,2026-04-14,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00219,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-14,USD,USD,95.69,67.0,mar12,67.0,83.0,por_encima,28.689999999999998,42.82089552238806,12.689999999999998
S00222,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-15,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00221,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-15,USD,USD,45.9082,34.0,mar12,34.0,42.0,por_encima,11.9082,35.02411764705883,3.908200000000001
S00221,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-04-15,USD,USD,49.9002,33.0,mar12,33.0,41.0,por_encima,16.900199999999998,51.212727272727264,8.900199999999998
S00221,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-15,USD,USD,89.8204,66.0,mar12,66.0,82.0,por_encima,23.820400000000006,36.09151515151516,7.8204000000000065
S00220,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-15,USD,USD,62.0,67.0,mar12,67.0,83.0,por_debajo,5.0,-7.462686567164178,5.0
S00225,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-04-15,VES,VES,1271.0,1167.0,feb23,933.0,1167.0,por_encima,104.0,8.911739502999144,104.0
S00225,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-15,VES,VES,1136.0,1030.0,feb23,824.0,1030.0,por_encima,106.0,10.29126213592233,106.0
S00226,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-16,USD,USD,95.7606,67.0,mar12,67.0,83.0,por_encima,28.760599999999997,42.92626865671642,12.760599999999997
S00226,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-04-16,USD,USD,41.8953,31.0,mar12,31.0,38.0,por_encima,10.895299999999999,35.14612903225806,3.895299999999999
S00226,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-16,USD,USD,63.8404,47.0,mar12,47.0,59.0,por_encima,16.840400000000002,35.83063829787235,4.8404000000000025
S00226,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-16,USD,USD,51.8703,36.0,mar12,36.0,45.0,por_encima,15.8703,44.08416666666667,6.8703
S00227,888.0,[0888] ENDUROGLOB 2T AIRE (1x1,2026-04-16,VES,VES,100.0,82.0,feb23,66.0,82.0,por_encima,18.0,21.951219512195124,18.0
S00227,878.0,[0878] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,90.0,feb23,72.0,90.0,por_encima,10.0,11.11111111111111,10.0
S00227,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-16,VES,VES,96.0,83.0,feb23,67.0,83.0,por_encima,13.0,15.66265060240964,13.0
S00227,25.0,[0025] SS EXTRA PROTECCION API,2026-04-16,VES,VES,50.0,45.0,feb23,36.0,45.0,por_encima,5.0,11.11111111111111,5.0
S00227,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-16,VES,VES,87.0,79.0,feb23,63.0,79.0,por_encima,8.0,10.126582278481013,8.0
S00228,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-16,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima,7.0,8.974358974358974,7.0
S00229,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-16,USD,USD,58.28,73.0,mar12,73.0,91.0,por_debajo,14.719999999999999,-20.164383561643834,14.719999999999999
S00229,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-04-16,USD,USD,79.36,91.0,mar12,91.0,114.0,por_debajo,11.64,-12.791208791208792,11.64
S00229,877.0,[0877] SS EXTRA PROTECCION API,2026-04-16,USD,USD,61.93,72.0,mar12,72.0,96.0,por_debajo,10.07,-13.98611111111111,10.07
S00230,878.0,[0878] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,90.0,feb23,72.0,90.0,por_encima,10.0,11.11111111111111,10.0
S00230,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-16,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima,7.0,8.974358974358974,7.0
S00233,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-16,VES,VES,52.0,45.0,feb23,36.0,45.0,por_encima,7.0,15.555555555555555,7.0
S00233,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-16,VES,VES,90.0,82.0,feb23,66.0,82.0,por_encima,8.0,9.75609756097561,8.0
S00237,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-04-17,VES,VES,128.0,114.0,feb23,91.0,114.0,por_encima,14.0,12.280701754385964,14.0
S00238,877.0,[0877] SS EXTRA PROTECCION API,2026-04-17,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00239,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-17,USD,USD,56.03,63.0,mar12,63.0,79.0,por_debajo,6.969999999999999,-11.063492063492061,6.969999999999999
S00240,25.0,[0025] SS EXTRA PROTECCION API,2026-04-20,USD,USD,50.0,36.0,mar12,36.0,45.0,por_encima,14.0,38.88888888888889,5.0
S00241,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-20,USD,USD,64.66,47.0,mar12,47.0,59.0,por_encima,17.659999999999997,37.574468085106375,5.659999999999997
S00243,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-20,VES,VES,52.0,45.0,feb23,36.0,45.0,por_encima,7.0,15.555555555555555,7.0
S00243,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-20,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima,7.0,8.974358974358974,7.0
S00245,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-21,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00248,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-21,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00249,877.0,[0877] SS EXTRA PROTECCION API,2026-04-21,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00250,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-22,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00259,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-04-22,USD,USD,56.0,39.0,mar12,39.0,49.0,por_encima,17.0,43.58974358974359,7.0
S00259,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-22,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima,16.0,44.44444444444444,7.0
S00258,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-22,VES,VES,51.0,43.0,feb23,34.0,43.0,por_encima,8.0,18.6046511627907,8.0
S00258,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-22,VES,VES,90.0,82.0,feb23,66.0,82.0,por_encima,8.0,9.75609756097561,8.0
S00257,877.0,[0877] SS EXTRA PROTECCION API,2026-04-22,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00257,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-22,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00257,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-22,USD,USD,85.0,62.0,mar12,62.0,78.0,por_encima,23.0,37.096774193548384,7.0
S00261,878.0,[0878] SS EXTRA PROTECCION API,2026-04-23,USD,USD,99.8801,72.0,mar12,72.0,90.0,por_encima,27.8801,38.722361111111105,9.880099999999999
S00261,877.0,[0877] SS EXTRA PROTECCION API,2026-04-23,USD,USD,99.8801,72.0,mar12,72.0,96.0,por_encima,27.8801,38.722361111111105,3.8800999999999988
S00264,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-23,MIXTO,USD(mixto->Binance),96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00263,878.0,[0878] SS EXTRA PROTECCION API,2026-04-23,USD,USD,100.0,72.0,mar12,72.0,90.0,por_encima,28.0,38.88888888888889,10.0
S00263,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-23,USD,USD,36.21,26.0,mar12,26.0,33.0,por_encima,10.21,39.269230769230774,3.210000000000001
S00263,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-23,USD,USD,86.21,63.0,mar12,63.0,79.0,por_encima,23.209999999999994,36.84126984126983,7.209999999999994
S00263,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-23,USD,USD,51.63,36.0,mar12,36.0,45.0,por_encima,15.630000000000003,43.41666666666668,6.630000000000003
S00263,877.0,[0877] SS EXTRA PROTECCION API,2026-04-23,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00265,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-23,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00265,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-23,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00265,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-23,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima,16.0,44.44444444444444,7.0
S00279,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-23,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00280,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-23,VES,VES,51.0,43.0,feb23,34.0,43.0,por_encima,8.0,18.6046511627907,8.0
S00283,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-23,VES,VES,46.0,42.0,feb23,34.0,42.0,por_encima,4.0,9.523809523809524,4.0
S00246,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-24,USD,USD,1136.0,824.0,mar12,824.0,1030.0,por_encima,312.0,37.86407766990291,106.0
S00246,794.0,[0794] REFRIGERANTE GLOBAL ROJ,2026-04-24,USD,USD,580.0,426.0,mar12,426.0,532.0,por_encima,154.0,36.15023474178404,48.0
S00284,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-24,VES,VES,51.0,43.0,feb23,34.0,43.0,por_encima,8.0,18.6046511627907,8.0
S00286,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-24,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima,16.0,44.44444444444444,7.0
S00285,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-24,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima,17.0,36.17021276595745,5.0
S00289,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-04-24,USD,USD,113.0,81.0,mar12,81.0,102.0,por_encima,32.0,39.50617283950617,11.0
S00292,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-04-24,USD,USD,56.0,39.0,mar12,39.0,49.0,por_encima,17.0,43.58974358974359,7.0
S00295,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-27,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima,17.0,36.17021276595745,5.0
S00294,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-04-27,VES,VES,125.7736,114.0,feb23,91.0,114.0,por_encima,11.773600000000002,10.327719298245617,11.773600000000002
S00294,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-27,VES,VES,1133.959,1030.0,feb23,824.0,1030.0,por_encima,103.95900000000006,10.09310679611651,103.95900000000006
S00294,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-04-27,VES,VES,1101.0183,998.0,feb23,799.0,998.0,por_encima,103.01829999999995,10.322474949899794,103.01829999999995
S00294,129.0,[0129] TRANSGLOB API GL-5 SAE ,2026-04-27,VES,VES,123.7772,113.0,feb23,90.0,113.0,por_encima,10.777199999999993,9.537345132743356,10.777199999999993
S00294,123.0,[0123] TRANSGLOB API GL-5 SAE ,2026-04-27,VES,VES,123.7772,112.0,feb23,89.0,112.0,por_encima,11.777199999999993,10.515357142857138,11.777199999999993
S00298,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-27,USD,USD,51.72,36.0,mar12,36.0,45.0,por_encima,15.719999999999999,43.666666666666664,6.719999999999999
S00298,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-04-27,USD,USD,53.05,36.0,mar12,36.0,45.0,por_encima,17.049999999999997,47.36111111111111,8.049999999999997
S00301,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-04-28,USD,USD,34.48,24.0,mar12,24.0,29.0,por_encima,10.479999999999997,43.66666666666666,5.479999999999997
S00301,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-04-28,USD,USD,34.48,24.0,mar12,24.0,29.0,por_encima,10.479999999999997,43.66666666666666,5.479999999999997
S00262,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-04-28,VES,VES,1101.678,998.0,feb23,799.0,998.0,por_encima,103.67800000000011,10.388577154308628,103.67800000000011
S00262,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-28,VES,VES,1136.0,1030.0,feb23,824.0,1030.0,por_encima,106.0,10.29126213592233,106.0
S00302,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-29,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00310,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-30,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00311,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-30,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00313,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-30,MIXTO,USD(mixto->Binance),87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00314,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-04,USD,USD,63.6816,47.0,mar12,47.0,59.0,por_encima,16.681600000000003,35.492765957446814,4.681600000000003
S00317,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-04,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00317,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-05-04,USD,USD,51.0,34.0,mar12,34.0,43.0,por_encima,17.0,50.0,8.0
S00317,878.0,[0878] SS EXTRA PROTECCION API,2026-05-04,USD,USD,100.0,72.0,mar12,72.0,90.0,por_encima,28.0,38.88888888888889,10.0
S00322,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-04,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima,7.0,8.974358974358974,7.0
S00324,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-05,USD,USD,51.9481,34.0,mar12,34.0,43.0,por_encima,17.948099999999997,52.78852941176469,8.948099999999997
S00326,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-05,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima,17.0,36.17021276595745,5.0
S00327,25.0,[0025] SS EXTRA PROTECCION API,2026-05-05,USD,USD,50.0,36.0,mar12,36.0,45.0,por_encima,14.0,38.88888888888889,5.0
S00327,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-05,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00327,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-05,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima,24.0,38.095238095238095,8.0
S00327,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-05-05,USD,USD,34.0,24.0,mar12,24.0,29.0,por_encima,10.0,41.66666666666667,5.0
S00332,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-06,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima,16.0,44.44444444444444,7.0
S00332,877.0,[0877] SS EXTRA PROTECCION API,2026-05-06,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00331,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-06,USD,USD,56.0,39.0,mar12,39.0,49.0,por_encima,17.0,43.58974358974359,7.0
S00330,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-06,VES,VES,56.0,49.0,feb23,39.0,49.0,por_encima,7.0,14.285714285714285,7.0
S00334,877.0,[0877] SS EXTRA PROTECCION API,2026-05-06,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00334,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-05-06,USD,USD,158.0,105.0,mar12,105.0,131.0,por_encima,53.0,50.476190476190474,27.0
S00335,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-07,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00335,877.0,[0877] SS EXTRA PROTECCION API,2026-05-07,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00335,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-07,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00336,877.0,[0877] SS EXTRA PROTECCION API,2026-05-07,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00336,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-05-07,USD,USD,0.0,49.0,mar12,49.0,61.0,por_debajo,49.0,-100.0,49.0
S00338,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-07,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima,24.0,36.36363636363637,8.0
S00341,877.0,[0877] SS EXTRA PROTECCION API,2026-05-07,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima,28.0,38.88888888888889,4.0
S00344,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-07,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima,17.0,36.17021276595745,5.0
S00349,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-08,VES,VES,64.0,59.0,feb23,47.0,59.0,por_encima,5.0,8.47457627118644,5.0
S00354,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-11,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima,29.0,43.28358208955223,13.0
S00355,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-11,USD,USD,89.8921,66.0,mar12,66.0,82.0,por_encima,23.8921,36.20015151515151,7.892099999999999
S00355,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-11,USD,USD,86.8957,63.0,mar12,63.0,79.0,por_encima,23.895700000000005,37.929682539682545,7.895700000000005
S00355,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-11,USD,USD,95.8849,67.0,mar12,67.0,83.0,por_encima,28.884900000000002,43.11179104477612,12.884900000000002
S00355,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-11,USD,USD,84.8981,62.0,mar12,62.0,78.0,por_encima,22.8981,36.93241935483871,6.8980999999999995
S00355,878.0,[0878] SS EXTRA PROTECCION API,2026-05-11,USD,USD,99.8802,72.0,mar12,72.0,90.0,por_encima,27.880200000000002,38.722500000000004,9.880200000000002
S00355,877.0,[0877] SS EXTRA PROTECCION API,2026-05-11,USD,USD,99.8802,72.0,mar12,72.0,96.0,por_encima,27.880200000000002,38.722500000000004,3.880200000000002
S00356,878.0,[0878] SS EXTRA PROTECCION API,2026-05-11,USD,USD,99.8802,72.0,mar12,72.0,90.0,por_encima,27.880200000000002,38.722500000000004,9.880200000000002
S00361,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-11,VES,VES,89.8921,82.0,feb23,66.0,82.0,por_encima,7.892099999999999,9.624512195121952,7.892099999999999
S00361,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-11,VES,VES,84.8981,78.0,feb23,62.0,78.0,por_encima,6.8980999999999995,8.843717948717948,6.8980999999999995
S00214,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-12,VES,VES,1193.1,1030.0,feb23,824.0,1030.0,por_encima,163.0999999999999,15.83495145631067,163.0999999999999
S00214,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-12,VES,VES,1334.22,1167.0,feb23,933.0,1167.0,por_encima,167.22000000000003,14.329048843187664,167.22000000000003
S00214,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-12,VES,VES,1157.7,998.0,feb23,799.0,998.0,por_encima,159.70000000000005,16.002004008016037,159.70000000000005
S00214,125.0,[0125] TRANSGLOB API GL-5 SAE ,2026-05-12,VES,VES,1317.4192,1195.0,feb23,956.0,1195.0,por_encima,122.41920000000005,10.244284518828456,122.41920000000005
S00366,25.0,[0025] SS EXTRA PROTECCION API,2026-05-12,USD,USD,49.9401,36.0,mar12,36.0,45.0,por_encima,13.940100000000001,38.722500000000004,4.940100000000001
S00369,877.0,[0877] SS EXTRA PROTECCION API,2026-05-12,USD,USD,65.52,72.0,mar12,72.0,96.0,por_debajo,6.480000000000004,-9.000000000000005,6.480000000000004
S00373,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-05-13,USD,USD,52.0893,36.0,mar12,36.0,45.0,por_encima,16.0893,44.6925,7.0893000000000015
S00373,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-13,USD,USD,94.3504,67.0,mar12,67.0,83.0,por_encima,27.350399999999993,40.821492537313425,11.350399999999993
S00373,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-13,USD,USD,85.505,63.0,mar12,63.0,79.0,por_encima,22.504999999999995,35.722222222222214,6.5049999999999955
S00373,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-13,USD,USD,55.0377,39.0,mar12,39.0,49.0,por_encima,16.0377,41.1223076923077,6.037700000000001
S00373,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-13,USD,USD,51.1065,36.0,mar12,36.0,45.0,por_encima,15.106499999999997,41.96249999999999,6.106499999999997
S00376,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-13,USD,USD,88.4535,66.0,mar12,66.0,82.0,por_encima,22.453500000000005,34.020454545454555,6.453500000000005
S00379,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-05-13,VES,VES,52.0893,45.0,feb23,36.0,45.0,por_encima,7.0893000000000015,15.754000000000005,7.0893000000000015
S00380,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-13,USD,USD,45.2096,34.0,mar12,34.0,42.0,por_encima,11.209600000000002,32.96941176470589,3.209600000000002
