so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag
S00343,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-07,Sin Pago,INDETERMINADA,90.0,,,66.0,82.0,lista_indeterminada
S00343,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-07,Sin Pago,INDETERMINADA,75.0,,,34.0,42.0,lista_indeterminada
S00344,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-07,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima
S00346,606.0,[0606] SINOCO SAE 20W-50 (Tamb,2026-05-08,USD,USD,906.4705,,,,,producto_sin_lista
S00348,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-08,VES,VES,70.0,,,,,producto_sin_lista
S00347,25.0,[0025] SS EXTRA PROTECCION API,2026-05-08,Sin Pago,INDETERMINADA,50.0,,,36.0,45.0,lista_indeterminada
S00347,877.0,[0877] SS EXTRA PROTECCION API,2026-05-08,Sin Pago,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00349,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-08,VES,VES,64.0,59.0,feb23,47.0,59.0,por_encima
S00350,603.0,[0603] SINOCO SAE 50 (Tambor),2026-05-08,USD,USD,925.0,,,,,producto_sin_lista
S00350,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-08,USD,USD,70.0,,,,,producto_sin_lista
S00351,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-08,VES,VES,70.0,,,,,producto_sin_lista
S00352,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-08,Sin Pago,INDETERMINADA,70.0,,,,,lista_indeterminada
S00353,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-08,USD,USD,70.0,,,,,producto_sin_lista
S00354,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-11,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00355,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-11,USD,USD,89.8921,66.0,mar12,66.0,82.0,por_encima
S00355,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-11,USD,USD,86.8957,63.0,mar12,63.0,79.0,por_encima
S00355,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-11,USD,USD,95.8849,67.0,mar12,67.0,83.0,por_encima
S00355,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-11,USD,USD,84.8981,62.0,mar12,62.0,78.0,por_encima
S00355,878.0,[0878] SS EXTRA PROTECCION API,2026-05-11,USD,USD,99.8802,72.0,mar12,72.0,90.0,por_encima
S00355,877.0,[0877] SS EXTRA PROTECCION API,2026-05-11,USD,USD,99.8802,72.0,mar12,72.0,96.0,por_encima
S00356,878.0,[0878] SS EXTRA PROTECCION API,2026-05-11,USD,USD,99.8802,72.0,mar12,72.0,90.0,por_encima
S00358,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-11,VES,VES,92.8885,,,,,producto_sin_lista
S00359,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-11,VES,VES,69.9161,,,,,producto_sin_lista
S00361,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-11,VES,VES,89.8921,82.0,feb23,66.0,82.0,por_encima
S00361,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-11,VES,VES,84.8981,78.0,feb23,62.0,78.0,por_encima
S00361,877.0,[0877] SS EXTRA PROTECCION API,2026-05-11,VES,VES,99.8802,96.0,feb23,72.0,96.0,por_encima
S00362,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-11,Sin Pago,INDETERMINADA,86.8957,,,63.0,79.0,lista_indeterminada
S00362,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-05-11,Sin Pago,INDETERMINADA,72.9125,,,46.0,58.0,lista_indeterminada
S00362,877.0,[0877] SS EXTRA PROTECCION API,2026-05-11,Sin Pago,INDETERMINADA,99.8802,,,72.0,96.0,lista_indeterminada
S00362,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-05-11,Sin Pago,INDETERMINADA,72.9125,,,46.0,58.0,lista_indeterminada
S00362,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-05-11,Sin Pago,INDETERMINADA,72.9125,,,46.0,58.0,lista_indeterminada
S00362,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-05-11,Sin Pago,INDETERMINADA,73.9113,,,49.0,61.0,lista_indeterminada
S00362,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-11,Sin Pago,INDETERMINADA,84.8981,,,62.0,78.0,lista_indeterminada
S00364,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-12,USD,USD,69.9161,,,,,producto_sin_lista
S00363,603.0,[0603] SINOCO SAE 50 (Tambor),2026-05-12,Sin Pago,INDETERMINADA,923.8914,,,,,lista_indeterminada
S00214,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-12,VES,VES,1193.1,1030.0,feb23,824.0,1030.0,por_encima
S00214,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-12,VES,VES,1334.22,1167.0,feb23,933.0,1167.0,por_encima
S00214,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-12,VES,VES,1157.7,998.0,feb23,799.0,998.0,por_encima
S00214,125.0,[0125] TRANSGLOB API GL-5 SAE ,2026-05-12,VES,VES,1317.4192,1195.0,feb23,956.0,1195.0,por_encima
S00366,25.0,[0025] SS EXTRA PROTECCION API,2026-05-12,USD,USD,49.9401,36.0,mar12,36.0,45.0,por_encima
S00365,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-12,VES,VES,96.8837,,,,,producto_sin_lista
S00368,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-12,Sin Pago,INDETERMINADA,35.9569,,,26.0,33.0,lista_indeterminada
S00368,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-12,Sin Pago,INDETERMINADA,84.8981,,,62.0,78.0,lista_indeterminada
S00368,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-12,Sin Pago,INDETERMINADA,63.9233,,,47.0,59.0,lista_indeterminada
S00368,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-05-12,Sin Pago,INDETERMINADA,30.9928,,,24.0,29.0,lista_indeterminada
S00368,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-05-12,Sin Pago,INDETERMINADA,50.9389,,,34.0,43.0,lista_indeterminada
S00368,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-12,Sin Pago,INDETERMINADA,45.9449,,,34.0,42.0,lista_indeterminada
S00368,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-12,Sin Pago,INDETERMINADA,55.9329,,,39.0,49.0,lista_indeterminada
S00368,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-12,Sin Pago,INDETERMINADA,86.8957,,,63.0,79.0,lista_indeterminada
S00368,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-12,Sin Pago,INDETERMINADA,95.8849,,,67.0,83.0,lista_indeterminada
S00368,878.0,[0878] SS EXTRA PROTECCION API,2026-05-12,Sin Pago,INDETERMINADA,99.8802,,,72.0,90.0,lista_indeterminada
S00368,877.0,[0877] SS EXTRA PROTECCION API,2026-05-12,Sin Pago,INDETERMINADA,99.8802,,,72.0,96.0,lista_indeterminada
S00368,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-05-12,Sin Pago,INDETERMINADA,33.9593,,,24.0,29.0,lista_indeterminada
S00368,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-12,Sin Pago,INDETERMINADA,51.9377,,,34.0,43.0,lista_indeterminada
S00368,25.0,[0025] SS EXTRA PROTECCION API,2026-05-12,Sin Pago,INDETERMINADA,49.9401,,,36.0,45.0,lista_indeterminada
S00368,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-05-12,Sin Pago,INDETERMINADA,41.9497,,,31.0,38.0,lista_indeterminada
S00369,877.0,[0877] SS EXTRA PROTECCION API,2026-05-12,USD,USD,65.52,72.0,mar12,72.0,96.0,por_debajo
S00370,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-13,nan,INDETERMINADA,1249.1596,,,933.0,1167.0,lista_indeterminada
S00370,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-13,nan,INDETERMINADA,1084.0465,,,799.0,998.0,lista_indeterminada
S00370,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-13,nan,INDETERMINADA,1116.4794,,,824.0,1030.0,lista_indeterminada
S00372,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-13,VES,VES,91.4019,,,,,producto_sin_lista
S00372,877.0,[0877] SS EXTRA PROTECCION API,2026-05-13,VES,VES,98.2816,96.0,feb23,72.0,96.0,por_encima
S00375,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-13,Sin Pago,INDETERMINADA,91.4019,,,,,lista_indeterminada
S00375,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-05-13,Sin Pago,INDETERMINADA,123.8349,,,91.0,114.0,lista_indeterminada
S00373,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-05-13,USD,USD,52.0893,36.0,mar12,36.0,45.0,por_encima
S00373,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-13,USD,USD,68.7971,,,,,producto_sin_lista
S00373,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-13,USD,USD,94.3504,67.0,mar12,67.0,83.0,por_encima
S00373,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-13,USD,USD,85.505,63.0,mar12,63.0,79.0,por_encima
S00373,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-13,USD,USD,55.0377,39.0,mar12,39.0,49.0,por_encima
S00373,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-13,USD,USD,51.1065,36.0,mar12,36.0,45.0,por_encima
S00376,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-13,USD,USD,88.4535,66.0,mar12,66.0,82.0,por_encima
S00378,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-13,Sin Pago,INDETERMINADA,68.7971,,,,,lista_indeterminada
S00378,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-13,Sin Pago,INDETERMINADA,67.8143,,,,,lista_indeterminada
S00379,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-13,VES,VES,95.3332,,,,,producto_sin_lista
S00379,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-05-13,VES,VES,52.0893,45.0,feb23,36.0,45.0,por_encima
S00382,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-05-13,VES,VES,30.4968,29.0,feb23,24.0,29.0,por_encima
S00382,877.0,[0877] SS EXTRA PROTECCION API,2026-05-13,VES,VES,98.2816,96.0,feb23,72.0,96.0,por_encima
S00381,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-13,Sin Pago,INDETERMINADA,88.4535,,,66.0,82.0,lista_indeterminada
S00380,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-13,USD,USD,45.2096,34.0,mar12,34.0,42.0,por_encima
S00380,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-13,USD,USD,35.3814,26.0,mar12,26.0,33.0,por_encima
S00328,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-13,USD,USD,1247.84,933.0,mar12,933.0,1167.0,por_encima
S00328,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-13,USD,USD,1115.95,824.0,mar12,824.0,1030.0,por_encima
S00328,91.0,[0091] ENDUROGLOB 2T AIRE (Tam,2026-05-13,USD,USD,1335.66,,,,,producto_sin_lista
S00328,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-13,USD,USD,1082.33,799.0,mar12,799.0,998.0,por_encima
S00357,970.0,[0970] GRASA GLOBAL AT 250 AR-,2026-05-13,USD,USD,271.0,179.0,mar12,179.0,224.0,por_encima
S00384,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-14,Sin Pago,INDETERMINADA,45.016,,,34.0,42.0,lista_indeterminada
S00385,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-14,nan,INDETERMINADA,96.82,,,,,lista_indeterminada
S00386,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-14,Sin Pago,INDETERMINADA,86.21,,,63.0,79.0,lista_indeterminada
S00387,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-14,Sin Pago,INDETERMINADA,73.275,,,,,lista_indeterminada
S00389,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-14,Sin Pago,INDETERMINADA,73.275,,,,,lista_indeterminada
S00391,878.0,[0878] SS EXTRA PROTECCION API,2026-05-14,nan,INDETERMINADA,100.8,,,72.0,90.0,lista_indeterminada
S00388,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-14,Sin Pago,INDETERMINADA,35.81,,,26.0,33.0,lista_indeterminada
S00388,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-14,Sin Pago,INDETERMINADA,96.82,,,,,lista_indeterminada
S00392,878.0,[0878] SS EXTRA PROTECCION API,2026-05-14,Sin Pago,INDETERMINADA,100.8,,,72.0,90.0,lista_indeterminada
S00395,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-14,USD,USD,70.29,,,,,producto_sin_lista
S00394,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-14,VES,VES,96.82,,,,,producto_sin_lista
S00394,877.0,[0877] SS EXTRA PROTECCION API,2026-05-14,VES,VES,100.8,96.0,feb23,72.0,96.0,por_encima
S00393,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-14,Sin Pago,INDETERMINADA,96.82,,,,,lista_indeterminada
S00393,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-14,Sin Pago,INDETERMINADA,70.29,,,,,lista_indeterminada
S00397,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-15,USD,USD,112.73,81.0,mar12,81.0,102.0,por_encima
S00400,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-15,VES,VES,95.49,83.0,feb23,67.0,83.0,por_encima
S00400,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-15,VES,VES,90.19,82.0,feb23,66.0,82.0,por_encima
S00399,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-15,Sin Pago,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00399,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-15,Sin Pago,INDETERMINADA,51.72,,,36.0,45.0,lista_indeterminada
S00399,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-15,Sin Pago,INDETERMINADA,70.29,,,,,lista_indeterminada
S00398,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-15,VES,VES,70.29,,,,,producto_sin_lista
S00398,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-15,VES,VES,70.29,,,,,producto_sin_lista
S00402,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-15,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima
S00401,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-15,USD,USD,46.42,34.0,mar12,34.0,42.0,por_encima
S00396,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-15,VES,VES,70.29,,,,,producto_sin_lista
S00396,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-15,VES,VES,70.29,,,,,producto_sin_lista
S00404,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-15,USD,USD,59.0,66.0,mar12,66.0,82.0,por_debajo
S00405,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-18,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima
S00406,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-18,nan,INDETERMINADA,51.72,,,36.0,45.0,lista_indeterminada
S00406,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-18,nan,INDETERMINADA,70.29,,,,,lista_indeterminada
S00406,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-18,nan,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00407,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-18,USD,USD,96.82,,,,,producto_sin_lista
S00408,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-18,USD,USD,70.29,,,,,producto_sin_lista
S00408,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-18,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima
S00291,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-18,USD,USD,73.2759,81.0,mar12,81.0,102.0,por_debajo
S00291,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-05-18,USD,USD,61.2069,73.0,mar12,73.0,91.0,por_debajo
S00409,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-18,nan,INDETERMINADA,112.73,,,81.0,102.0,lista_indeterminada
S00410,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-18,VES,VES,86.21,79.0,feb23,63.0,79.0,por_encima
S00410,878.0,[0878] SS EXTRA PROTECCION API,2026-05-18,VES,VES,100.8,90.0,feb23,72.0,90.0,por_encima
S00410,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-18,VES,VES,86.21,78.0,feb23,62.0,78.0,por_encima
S00410,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-18,VES,VES,35.81,33.0,feb23,26.0,33.0,por_encima
S00410,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-05-18,VES,VES,41.11,38.0,feb23,31.0,38.0,por_encima
S00411,1041.0,[1041] SINOCO API CF/SF SAE 15,2026-05-19,USD,USD,104.77,,,,,producto_sin_lista
S00411,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-19,USD,USD,51.72,36.0,mar12,36.0,45.0,por_encima
S00411,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-19,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima
S00411,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-19,USD,USD,70.29,,,,,producto_sin_lista
S00411,,Descuento ,2026-05-19,USD,USD,-51.3897,,,,,producto_sin_lista
S00411,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-19,USD,USD,96.82,,,,,producto_sin_lista
S00411,603.0,[0603] SINOCO SAE 50 (Tambor),2026-05-19,USD,USD,925.73,,,,,producto_sin_lista
S00412,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-19,USD,USD,33.6207,34.0,mar12,34.0,43.0,por_debajo
S00413,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-19,USD,USD,70.29,,,,,producto_sin_lista
S00414,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-19,VES,VES,70.29,,,,,producto_sin_lista
S00414,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-05-19,VES,VES,41.11,38.0,feb23,31.0,38.0,por_encima
S00414,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-19,VES,VES,86.21,78.0,feb23,62.0,78.0,por_encima
S00416,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-20,MIXTO,USD(mixto->Binance),86.21,62.0,mar12,62.0,78.0,por_encima
S00417,877.0,[0877] SS EXTRA PROTECCION API,2026-05-20,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00418,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-20,USD,USD,70.29,,,,,producto_sin_lista
S00419,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-20,USD,USD,96.82,,,,,producto_sin_lista
S00420,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-20,Sin Pago,INDETERMINADA,86.21,,,62.0,78.0,lista_indeterminada
S00420,877.0,[0877] SS EXTRA PROTECCION API,2026-05-20,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00420,878.0,[0878] SS EXTRA PROTECCION API,2026-05-20,Sin Pago,INDETERMINADA,100.8,,,72.0,90.0,lista_indeterminada
S00421,603.0,[0603] SINOCO SAE 50 (Tambor),2026-05-20,Sin Pago,INDETERMINADA,925.73,,,,,lista_indeterminada
S00423,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-05-20,Sin Pago,INDETERMINADA,34.48,,,24.0,29.0,lista_indeterminada
S00423,878.0,[0878] SS EXTRA PROTECCION API,2026-05-20,Sin Pago,INDETERMINADA,100.8,,,72.0,90.0,lista_indeterminada
S00423,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-05-20,Sin Pago,INDETERMINADA,34.48,,,24.0,29.0,lista_indeterminada
S00423,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-20,Sin Pago,INDETERMINADA,57.03,,,39.0,49.0,lista_indeterminada
S00423,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-20,Sin Pago,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00423,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-05-20,Sin Pago,INDETERMINADA,51.72,,,34.0,43.0,lista_indeterminada
S00423,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-20,Sin Pago,INDETERMINADA,35.81,,,26.0,33.0,lista_indeterminada
S00423,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-20,Sin Pago,INDETERMINADA,70.29,,,,,lista_indeterminada
S00423,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-05-20,Sin Pago,INDETERMINADA,41.11,,,31.0,38.0,lista_indeterminada
S00423,877.0,[0877] SS EXTRA PROTECCION API,2026-05-20,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00422,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-20,USD,USD,35.81,26.0,mar12,26.0,33.0,por_encima
S00422,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-20,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima
S00424,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-20,VES,VES,70.29,,,,,producto_sin_lista
S00424,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-20,VES,VES,70.29,,,,,producto_sin_lista
S00425,877.0,[0877] SS EXTRA PROTECCION API,2026-05-20,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima
S00425,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-20,USD,USD,86.21,62.0,mar12,62.0,78.0,por_encima
S00425,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-20,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima
S00426,877.0,[0877] SS EXTRA PROTECCION API,2026-05-20,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00428,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-21,USD,USD,86.21,62.0,mar12,62.0,78.0,por_encima
S00428,877.0,[0877] SS EXTRA PROTECCION API,2026-05-21,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima
S00429,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-21,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima
S00429,885.0,[0885] TRANSMATIC ATF MERCON V,2026-05-21,USD,USD,157.82,105.0,mar12,105.0,131.0,por_encima
S00429,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-21,USD,USD,51.72,34.0,mar12,34.0,43.0,por_encima
S00429,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-21,USD,USD,35.81,26.0,mar12,26.0,33.0,por_encima
S00430,877.0,[0877] SS EXTRA PROTECCION API,2026-05-21,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00430,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-21,Sin Pago,INDETERMINADA,51.72,,,36.0,45.0,lista_indeterminada
S00430,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-21,Sin Pago,INDETERMINADA,96.82,,,,,lista_indeterminada
S00430,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-21,Sin Pago,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00430,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-21,Sin Pago,INDETERMINADA,96.82,,,,,lista_indeterminada
S00430,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-21,Sin Pago,INDETERMINADA,70.29,,,,,lista_indeterminada
S00415,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-05-21,Sin Pago,INDETERMINADA,125.99,,,91.0,114.0,lista_indeterminada
S00415,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-21,Sin Pago,INDETERMINADA,96.82,,,,,lista_indeterminada
S00431,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-21,VES,VES,90.19,82.0,feb23,66.0,82.0,por_encima
S00431,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-21,VES,VES,86.21,79.0,feb23,63.0,79.0,por_encima
S00432,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-22,Sin Pago,INDETERMINADA,85.6873,,,63.0,79.0,lista_indeterminada
S00434,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-22,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima
S00433,877.0,[0877] SS EXTRA PROTECCION API,2026-05-22,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima
S00435,141.0,[0141] HIDRAGLOB AW/ISO 46 (Ta,2026-05-22,VES,VES,1232.1,1131.0,feb23,905.0,1131.0,por_encima
S00436,25.0,[0025] SS EXTRA PROTECCION API,2026-05-22,Sin Pago,INDETERMINADA,50.4,,,36.0,45.0,lista_indeterminada
S00437,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-05-22,Sin Pago,INDETERMINADA,50.4,,,33.0,41.0,lista_indeterminada
S00439,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-25,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima
S00440,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-25,USD,USD,96.82,,,,,producto_sin_lista
S00441,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-25,USD,USD,127.32,91.0,mar12,91.0,114.0,por_encima
S00441,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-05-25,USD,USD,125.99,91.0,mar12,91.0,114.0,por_encima
S00441,123.0,[0123] TRANSGLOB API GL-5 SAE ,2026-05-25,USD,USD,123.34,89.0,mar12,89.0,112.0,por_encima
S00441,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-05-25,USD,USD,72.94,46.0,mar12,46.0,58.0,por_encima
S00443,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-25,VES,VES,86.21,78.0,feb23,62.0,78.0,por_encima
S00443,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-25,VES,VES,51.72,45.0,feb23,36.0,45.0,por_encima
S00427,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-26,VES,VES,1103.45,998.0,feb23,799.0,998.0,por_encima
S00427,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-26,VES,VES,1271.88,1167.0,feb23,933.0,1167.0,por_encima
S00427,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-26,VES,VES,1136.6,1030.0,feb23,824.0,1030.0,por_encima
S00445,883.0,[0883] GRASA GLOBAL AZUL AZ 95,2026-05-26,nan,INDETERMINADA,115.38,,,76.0,95.0,lista_indeterminada
S00445,882.0,[0882] GRASA MULTIPLE EP 200 (,2026-05-26,nan,INDETERMINADA,244.03,,,161.0,201.0,lista_indeterminada
